"","Item","Team 10101Edutronic","Team 10102Ecotech Team 1202","Team 10103BeSmart","Team 10104Sonix","Team 10105TechTastic","Team 10106EduConnected","Team 10107Green Connection","Team 10108Team 1208","Team 10109FirstFuture","Team 10110 MD","Team 10111GeishaTech","Team 10112IGL","Team 10113Suture to Future","Team 10114BuzzNet","Team 10115Circle","Team 10116Happy Laps","Team 10117Green Wire","Team 10118YGTech","Team 10119Terra","Team 10120GreenTech","Team 10121PBS Laptops"
"2","Keuze huisbankier","3","0","3","3","6","3","6","6","6","6","6","6","6","6","6","3","5","6","3","3","3"
"3","Opname bank","0","0","0","0","0","0","20.000.000","0","0","60.000.000","0","0","0","65.000.000","0","10.000.000","0","0","0","6.750.000","0"
"4","Opname deposito","0","0","0","5.000.000","0","0","0","0","0","0","0","0","0","65.000.000","0","0","0","10.000.000","0","0","0"
"5","Opname krediet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Aflossing krediet","0","0","16.000.000","0","0","3.500.000","20.000.000","20.000.000","0","60.000.000","0","0","0","65.000.000","20.000.000","60.000.000","99.000.000","0","0","6.750.000","9.500.000"
"7","Inleg deposito","15.000.000","0","0","0","99.000.000","250.000","0","0","0","0","0","0","0","99.000.000","0","0","0","0","0","1.000.000","0"
"8","NEDERLAND_ACTIEF","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","POLEN_ACTIEF","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"10","MEXICO_ACTIEF","0","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","0"
"11","INDIA_ACTIEF","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0"
"12","BIZZBOOK_NEDERLAND_ACTIEF","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","BIZZBOOK_POLEN_ACTIEF","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","1","1","0","0","1","1"
"14","BIZZBOOK_MEXICO_ACTIEF","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0"
"15","BIZZBOOK_INDIA_ACTIEF","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0"
"16","NETBOOK_NEDERLAND_ACTIEF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","NETBOOK_POLEN_ACTIEF","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","1","1","1"
"18","NETBOOK_MEXICO_ACTIEF","0","0","0","0","0","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","0"
"19","NETBOOK_INDIA_ACTIEF","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0"
"20","ECOBOOK_NEDERLAND_ACTIEF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","ECOBOOK_POLEN_ACTIEF","1","0","1","1","0","1","1","1","0","1","1","1","0","1","1","0","0","1","1","1","1"
"22","ECOBOOK_MEXICO_ACTIEF","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","0","1","0","1","0"
"23","ECOBOOK_INDIA_ACTIEF","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0"
"24","EUROPA_ACTIEF","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"25","AMERIKA_ACTIEF","1","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","1","1","0","1","0"
"26","AZIE_ACTIEF","1","0","0","1","1","0","0","0","1","1","0","0","1","1","1","1","1","0","1","0","1"
"27","BIZZBOOK_EUROPA_ACTIEF","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","1","1","0","0","1","1"
"28","BIZZBOOK_AMERIKA_ACTIEF","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","1","1","0","1","0"
"29","BIZZBOOK_AZIE_ACTIEF","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1"
"30","NETBOOK_EUROPA_ACTIEF","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","1","1"
"31","NETBOOK_AMERIKA_ACTIEF","1","0","0","0","0","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","0"
"32","NETBOOK_AZIE_ACTIEF","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","1"
"33","ECOBOOK_EUROPA_ACTIEF","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","0","1","1","1","1"
"34","ECOBOOK_AMERIKA_ACTIEF","1","0","1","0","1","1","1","0","0","1","1","1","0","1","1","0","0","1","0","1","0"
"35","ECOBOOK_AZIE_ACTIEF","1","0","0","1","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"36","BIZZBOOK_EUROPA_DETAILHANDEL_ACTIEF","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","1","1","0","0","1","1"
"37","BIZZBOOK_AMERIKA_DETAILHANDEL_ACTIEF","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","1","1","0","1","0"
"38","BIZZBOOK_AZIE_DETAILHANDEL_ACTIEF","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1"
"39","BIZZBOOK_EUROPA_GROOTHANDEL_ACTIEF","0","1","1","1","0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","0","1"
"40","BIZZBOOK_AMERIKA_GROOTHANDEL_ACTIEF","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0"
"41","BIZZBOOK_AZIE_GROOTHANDEL_ACTIEF","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1"
"42","BIZZBOOK_EUROPA_VERKOOPKANTOOR_ACTIEF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","BIZZBOOK_AMERIKA_VERKOOPKANTOOR_ACTIEF","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"44","BIZZBOOK_AZIE_VERKOOPKANTOOR_ACTIEF","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"45","NETBOOK_EUROPA_DETAILHANDEL_ACTIEF","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","1","1"
"46","NETBOOK_AMERIKA_DETAILHANDEL_ACTIEF","1","0","0","0","0","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","0"
"47","NETBOOK_AZIE_DETAILHANDEL_ACTIEF","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1"
"48","NETBOOK_EUROPA_GROOTHANDEL_ACTIEF","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","1","1"
"49","NETBOOK_AMERIKA_GROOTHANDEL_ACTIEF","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0"
"50","NETBOOK_AZIE_GROOTHANDEL_ACTIEF","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","1"
"51","NETBOOK_EUROPA_VERKOOPKANTOOR_ACTIEF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","NETBOOK_AMERIKA_VERKOOPKANTOOR_ACTIEF","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0"
"53","NETBOOK_AZIE_VERKOOPKANTOOR_ACTIEF","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1"
"54","ECOBOOK_EUROPA_DETAILHANDEL_ACTIEF","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","0","1","1","1","1"
"55","ECOBOOK_AMERIKA_DETAILHANDEL_ACTIEF","1","0","1","0","1","1","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0"
"56","ECOBOOK_AZIE_DETAILHANDEL_ACTIEF","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"57","ECOBOOK_EUROPA_GROOTHANDEL_ACTIEF","1","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","0","1","0","1","1"
"58","ECOBOOK_AMERIKA_GROOTHANDEL_ACTIEF","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0"
"59","ECOBOOK_AZIE_GROOTHANDEL_ACTIEF","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"60","ECOBOOK_EUROPA_VERKOOPKANTOOR_ACTIEF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","ECOBOOK_AMERIKA_VERKOOPKANTOOR_ACTIEF","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","0","0"
"62","ECOBOOK_AZIE_VERKOOPKANTOOR_ACTIEF","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"63","Fte's uitzendkrachten","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Fte's uitzendkrachten","1.435","0","1.320","2.500","170","1.250","1.220","200","200","500","1.400","765","260","2.500","1.350","610","1.805","1.355","1.920","1.160","1.630"
"65","Fte's uitzendkrachten","565","0","0","0","2.500","1.910","410","630","0","490","1.500","2.390","0","2.500","0","75","0","2.500","0","1.535","0"
"66","Fte's uitzendkrachten","0","0","0","1.920","0","0","0","0","795","1.280","0","0","575","2.500","0","1.255","0","0","0","0","0"
"67","Uurloon uitzendkrachten","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Uurloon uitzendkrachten","14","0","17","15","20","17","12","15","15","14","17","20","18","19","16","17","16","15","17","18","18"
"69","Uurloon uitzendkrachten","7","0","0","0","20","15","10","14","0","12","15","18","0","19","0","8","0","14","0","13","0"
"70","Uurloon uitzendkrachten","0","0","0","15","0","0","0","0","15","9","0","0","8","19","0","4","0","0","0","0","0"
"71","Geplande productie in Nederland","0","80.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Geplande productie in Polen","150.000","0","280.000","800.000","150.000","100.000","510.000","92.000","240.000","220.000","500.000","96.000","310.000","10.000","100.000","500.000","320.000","80.000","116.000","350.000","360.000"
"73","Geplande productie in Mexico","0","0","0","0","600.000","450.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Geplande productie in India","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Geplande productie in Polen","150.000","0","480.000","0","0","300.000","0","0","0","0","0","0","0","0","0","0","740.000","0","0","0","0"
"77","Geplande productie in Mexico","300.000","0","0","0","700.000","700.000","0","450.000","0","0","650.000","680.000","0","0","0","0","0","1.000.000","0","630.000","0"
"78","Geplande productie in India","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Geplande productie in Polen","300.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","970.000","0","0","0","600.000"
"81","Geplande productie in Mexico","0","0","0","0","800.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Geplande productie in India","0","0","0","1.800.000","0","0","0","0","180.000","800.000","0","0","550.000","0","0","0","0","0","0","0","0"
"83","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Geplande productie in Polen","330.000","0","0","660.000","0","0","0","0","0","0","600.000","850.000","0","1.600.000","200.000","230.000","0","1.130.000","0","610.000","280.000"
"85","Geplande productie in Mexico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Geplande productie in India","0","0","0","0","0","0","0","0","300.000","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Geplande productie in Polen","320.000","0","0","0","0","0","0","0","0","0","600.000","0","0","0","400.000","0","0","0","0","0","0"
"89","Geplande productie in Mexico","400.000","0","0","0","0","1.200.000","530.000","330.000","0","400.000","0","1.410.000","0","2.550.000","0","90.000","0","1.100.000","0","760.000","0"
"90","Geplande productie in India","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Geplande productie in Polen","300.000","0","0","230.000","0","0","0","0","0","0","0","0","0","0","300.000","0","0","0","2.200.000","0","420.000"
"93","Geplande productie in Mexico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Geplande productie in India","0","0","0","780.000","0","0","0","0","430.000","700.000","0","0","0","3.100.000","0","1.470.000","0","0","0","0","0"
"95","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Geplande productie in Polen","300.000","0","350.000","820.000","200.000","600.000","510.000","240.000","0","380.000","500.000","150.000","0","1.400.000","510.000","0","0","500.000","500.000","440.000","300.000"
"97","Geplande productie in Mexico","0","0","0","0","500.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Geplande productie in India","0","0","0","0","0","0","0","0","200.000","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Geplande productie in Polen","300.000","0","480.000","0","0","900.000","530.000","0","0","0","0","0","0","0","510.000","0","0","0","0","0","0"
"101","Geplande productie in Mexico","0","0","0","0","700.000","0","0","0","0","200.000","500.000","1.230.000","0","2.300.000","0","0","0","1.100.000","0","510.000","0"
"102","Geplande productie in India","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Geplande productie in Nederland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Geplande productie in Polen","200.000","0","0","900.000","0","0","0","0","0","0","0","0","0","0","620.000","0","0","0","0","0","0"
"105","Geplande productie in Mexico","0","0","0","0","600.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Geplande productie in India","0","0","0","0","0","0","0","0","500.000","0","0","0","120.000","2.500.000","0","0","0","0","0","0","0"
"107","Eigen verkoopprijs detailhandel","190","175","184","185","185","190","170","178","165","181","177","182","166","190","180","190","175","179","166","186","190"
"108","Eigen verkoopprijs groothandel","150","135","160","160","170","170","145","145","159","158","154","158","152","165","150","170","150","150","144","152","170"
"109","Eigen verkoopprijs verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Eigen verkoopprijs detailhandel","190","185","192","185","187","200","185","190","185","185","185","177","185","185","185","185","185","189","185","205","185"
"111","Eigen verkoopprijs groothandel","145","145","154","145","150","180","145","150","145","145","146","169","145","145","145","145","150","165","145","155","145"
"112","Eigen verkoopprijs verkoopkantoor","163","165","165","165","165","190","165","165","165","165","165","174","165","165","165","165","165","172","165","165","165"
"113","Eigen verkoopprijs detailhandel","175","165","165","170","175","165","165","165","165","170","165","165","164","165","165","165","165","165","165","165","185"
"114","Eigen verkoopprijs groothandel","142","125","125","155","160","125","125","125","159","143","125","125","125","125","125","125","125","125","125","125","160"
"115","Eigen verkoopprijs verkoopkantoor","0","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","175"
"116","Eigen verkoopprijs detailhandel","340","350","350","420","350","350","350","350","360","350","365","425","350","450","370","370","350","350","350","385","420"
"117","Eigen verkoopprijs groothandel","320","300","300","345","300","300","300","300","335","300","320","375","300","450","315","325","300","310","300","335","400"
"118","Eigen verkoopprijs verkoopkantoor","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325","325"
"119","Eigen verkoopprijs detailhandel","375","370","370","370","370","450","375","390","370","385","385","420","370","450","365","400","370","390","370","400","370"
"120","Eigen verkoopprijs groothandel","320","320","320","320","320","400","320","320","320","335","320","365","320","450","315","360","320","340","320","335","320"
"121","Eigen verkoopprijs verkoopkantoor","350","345","345","345","345","450","355","345","345","345","360","410","345","450","345","345","345","365","345","345","345"
"122","Eigen verkoopprijs detailhandel","340","330","330","400","330","330","330","330","330","350","330","330","330","450","290","390","330","330","370","330","410"
"123","Eigen verkoopprijs groothandel","305","280","280","360","280","280","280","280","395","315","280","280","280","450","280","340","280","280","360","280","395"
"124","Eigen verkoopprijs verkoopkantoor","305","305","305","305","305","305","305","305","425","305","305","305","305","450","305","305","305","305","450","305","350"
"125","Eigen verkoopprijs detailhandel","580","600","630","645","665","670","590","620","605","620","620","655","600","700","570","600","600","600","615","610","685"
"126","Eigen verkoopprijs groothandel","530","500","565","595","600","600","540","550","565","555","555","630","500","700","520","500","500","520","500","530","625"
"127","Eigen verkoopprijs verkoopkantoor","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550"
"128","Eigen verkoopprijs detailhandel","600","620","640","620","665","700","605","620","620","620","630","660","620","700","590","620","620","700","620","585","620"
"129","Eigen verkoopprijs groothandel","520","520","555","520","600","600","540","520","520","520","535","630","520","700","545","520","520","650","520","530","520"
"130","Eigen verkoopprijs verkoopkantoor","560","570","570","570","570","700","570","570","570","590","590","655","570","700","570","570","570","660","570","570","570"
"131","Eigen verkoopprijs detailhandel","575","580","580","650","600","580","580","580","580","580","580","580","580","700","585","580","580","580","535","580","530"
"132","Eigen verkoopprijs groothandel","480","480","480","610","480","480","480","480","670","480","480","480","560","700","520","480","480","480","480","480","440"
"133","Eigen verkoopprijs verkoopkantoor","530","530","530","530","530","530","530","530","700","530","530","530","530","700","530","530","530","530","530","530","510"
"134","Promotiebudget advertenties detailhandel","150.000","50.000","70.000","80.000","0","80.000","70.000","10.000","10.000","60.000","70.000","20.000","70.000","50.000","50.000","0","60.000","100.000","60.000","80.000","0"
"135","Promotiebudget tv-reclame detailhandel","150.000","50.000","70.000","80.000","0","160.000","110.000","0","10.000","230.000","70.000","80.000","70.000","80.000","60.000","130.000","50.000","110.000","80.000","90.000","0"
"136","Promotiebudget social media detailhandel","150.000","50.000","80.000","60.000","80.000","90.000","100.000","10.000","10.000","230.000","60.000","120.000","70.000","10.000","60.000","120.000","50.000","80.000","70.000","60.000","0"
"137","Promotiebudget beursdeelnames detailhandel","80.000","50.000","70.000","50.000","0","40.000","20.000","0","10.000","20.000","50.000","10.000","20.000","0","20.000","0","0","10.000","40.000","50.000","0"
"138","Promotiebudget producttrainingen detailhandel","80.000","50.000","70.000","50.000","80.000","40.000","40.000","0","10.000","70.000","50.000","70.000","20.000","40.000","40.000","0","50.000","40.000","30.000","50.000","0"
"139","Promotiebudget advertenties groothandel","80.000","50.000","70.000","80.000","0","80.000","80.000","20.000","0","40.000","60.000","70.000","10.000","50.000","60.000","80.000","50.000","60.000","70.000","50.000","0"
"140","Promotiebudget tv-reclame groothandel","60.000","50.000","70.000","60.000","0","30.000","40.000","0","0","30.000","50.000","0","0","50.000","30.000","0","50.000","0","80.000","50.000","0"
"141","Promotiebudget social media groothandel","60.000","50.000","70.000","50.000","0","30.000","40.000","10.000","0","50.000","50.000","10.000","0","10.000","30.000","0","50.000","30.000","70.000","50.000","0"
"142","Promotiebudget beursdeelnames groothandel","120.000","50.000","90.000","50.000","0","110.000","90.000","0","0","60.000","70.000","90.000","10.000","50.000","50.000","100.000","50.000","120.000","100.000","70.000","0"
"143","Promotiebudget producttrainingen groothandel","120.000","50.000","70.000","60.000","0","110.000","50.000","10.000","0","30.000","70.000","50.000","10.000","30.000","50.000","70.000","50.000","70.000","50.000","60.000","0"
"144","Promotiebudget advertenties verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Promotiebudget tv-reclame verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Promotiebudget social media verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Promotiebudget beursdeelnames verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Promotiebudget producttrainingen verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Promotiebudget advertenties detailhandel","180.000","0","40.000","0","0","190.000","0","30.000","0","0","60.000","50.000","0","0","0","0","50.000","60.000","0","70.000","0"
"150","Promotiebudget tv-reclame detailhandel","180.000","0","60.000","0","0","250.000","0","30.000","0","0","70.000","100.000","0","0","0","0","50.000","80.000","0","70.000","0"
"151","Promotiebudget social media detailhandel","180.000","0","40.000","0","80.000","150.000","0","20.000","0","0","70.000","150.000","0","0","0","0","50.000","60.000","0","70.000","0"
"152","Promotiebudget beursdeelnames detailhandel","100.000","0","40.000","0","20.000","50.000","0","0","0","0","50.000","20.000","0","0","0","0","0","0","0","40.000","0"
"153","Promotiebudget producttrainingen detailhandel","80.000","0","40.000","0","80.000","50.000","0","0","0","0","50.000","130.000","0","0","0","0","50.000","20.000","0","40.000","0"
"154","Promotiebudget advertenties groothandel","0","0","40.000","0","0","150.000","0","20.000","0","0","20.000","90.000","0","0","0","0","50.000","20.000","0","50.000","0"
"155","Promotiebudget tv-reclame groothandel","0","0","30.000","0","0","100.000","0","20.000","0","0","10.000","0","0","0","0","0","0","0","0","40.000","0"
"156","Promotiebudget social media groothandel","0","0","30.000","0","50.000","60.000","0","20.000","0","0","10.000","30.000","0","0","0","0","50.000","0","0","40.000","0"
"157","Promotiebudget beursdeelnames groothandel","0","0","40.000","0","40.000","140.000","0","0","0","0","30.000","170.000","0","0","0","0","50.000","100.000","0","70.000","0"
"158","Promotiebudget producttrainingen groothandel","0","0","30.000","0","40.000","140.000","0","0","0","0","30.000","110.000","0","0","0","0","50.000","60.000","0","60.000","0"
"159","Promotiebudget advertenties verkoopkantoor","110.000","0","0","0","0","190.000","0","0","0","0","70.000","0","0","0","0","0","30.000","40.000","0","0","0"
"160","Promotiebudget tv-reclame verkoopkantoor","110.000","0","0","0","0","250.000","0","0","0","0","70.000","0","0","0","0","0","50.000","0","0","0","0"
"161","Promotiebudget social media verkoopkantoor","110.000","0","0","0","0","150.000","0","0","0","0","60.000","0","0","0","0","0","60.000","40.000","0","0","0"
"162","Promotiebudget beursdeelnames verkoopkantoor","140.000","0","0","0","0","50.000","0","0","0","0","50.000","0","0","0","0","0","50.000","0","0","0","0"
"163","Promotiebudget producttrainingen verkoopkantoor","140.000","0","0","0","0","50.000","0","0","0","0","50.000","0","0","0","0","0","60.000","40.000","0","0","0"
"164","Promotiebudget advertenties detailhandel","140.000","0","0","60.000","0","0","0","0","0","180.000","0","0","70.000","0","0","0","0","0","0","0","0"
"165","Promotiebudget tv-reclame detailhandel","130.000","0","0","60.000","0","0","0","0","0","60.000","0","0","70.000","0","0","0","0","0","0","0","0"
"166","Promotiebudget social media detailhandel","100.000","0","0","50.000","50.000","0","0","0","0","60.000","0","0","70.000","0","0","0","0","0","0","0","0"
"167","Promotiebudget beursdeelnames detailhandel","100.000","0","0","50.000","30.000","0","0","0","0","20.000","0","0","30.000","0","0","0","0","0","0","0","0"
"168","Promotiebudget producttrainingen detailhandel","130.000","0","0","50.000","40.000","0","0","0","0","180.000","0","0","30.000","0","0","0","0","0","0","0","0"
"169","Promotiebudget advertenties groothandel","160.000","0","0","60.000","0","0","0","0","10.000","140.000","0","0","0","0","0","0","0","0","0","0","0"
"170","Promotiebudget tv-reclame groothandel","150.000","0","0","60.000","0","0","0","0","10.000","60.000","0","0","0","0","0","0","0","0","0","0","0"
"171","Promotiebudget social media groothandel","70.000","0","0","50.000","0","0","0","0","10.000","60.000","0","0","0","0","0","0","0","0","0","0","0"
"172","Promotiebudget beursdeelnames groothandel","70.000","0","0","50.000","60.000","0","0","0","10.000","120.000","0","0","0","0","0","0","0","0","0","0","0"
"173","Promotiebudget producttrainingen groothandel","150.000","0","0","60.000","60.000","0","0","0","10.000","120.000","0","0","0","0","0","0","0","0","0","0","0"
"174","Promotiebudget advertenties verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Promotiebudget tv-reclame verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Promotiebudget social media verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Promotiebudget beursdeelnames verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Promotiebudget producttrainingen verkoopkantoor","0","0","0","0","0","0","0","0","20.000","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Promotiebudget advertenties detailhandel","80.000","0","0","60.000","0","0","0","0","0","0","60.000","80.000","0","60.000","60.000","100.000","0","30.000","0","70.000","0"
"180","Promotiebudget tv-reclame detailhandel","80.000","0","0","80.000","0","0","0","0","0","0","70.000","180.000","0","60.000","70.000","100.000","0","80.000","0","80.000","0"
"181","Promotiebudget social media detailhandel","80.000","0","0","50.000","0","0","0","0","0","0","70.000","200.000","0","50.000","60.000","100.000","0","80.000","0","70.000","0"
"182","Promotiebudget beursdeelnames detailhandel","60.000","0","0","50.000","0","0","0","0","0","0","50.000","50.000","0","40.000","30.000","100.000","0","30.000","0","40.000","0"
"183","Promotiebudget producttrainingen detailhandel","40.000","0","0","60.000","0","0","0","0","0","0","50.000","190.000","0","40.000","60.000","100.000","0","40.000","0","40.000","0"
"184","Promotiebudget advertenties groothandel","50.000","0","0","80.000","0","0","0","0","0","0","60.000","130.000","0","50.000","70.000","150.000","0","40.000","0","50.000","0"
"185","Promotiebudget tv-reclame groothandel","30.000","0","0","60.000","0","0","0","0","0","0","50.000","0","0","50.000","40.000","0","0","0","0","50.000","0"
"186","Promotiebudget social media groothandel","30.000","0","0","50.000","0","0","0","0","0","0","50.000","50.000","0","50.000","30.000","0","0","20.000","0","40.000","0"
"187","Promotiebudget beursdeelnames groothandel","80.000","0","0","50.000","0","0","0","0","0","0","70.000","220.000","0","50.000","50.000","200.000","0","90.000","0","60.000","0"
"188","Promotiebudget producttrainingen groothandel","80.000","0","0","80.000","0","0","0","0","0","0","70.000","200.000","0","50.000","70.000","150.000","0","70.000","0","60.000","0"
"189","Promotiebudget advertenties verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Promotiebudget tv-reclame verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Promotiebudget social media verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Promotiebudget beursdeelnames verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Promotiebudget producttrainingen verkoopkantoor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Promotiebudget advertenties detailhandel","80.000","0","0","0","0","190.000","110.000","40.000","0","50.000","60.000","80.000","0","70.000","60.000","100.000","0","100.000","0","60.000","0"
